BranchCode,City,State,Group,ItemSubGroup,Item,Color,IMEI1,IMEStock,BranchName,WH Name
MW0127,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053042329717,1,KAROL BAGH-DELHI,MAIN WH
MW0184,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,869372039316313,1,BHOGAL-DELHI,MAIN WH
MW0074,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053042328032,1,2-DARYAGANJ-DELHI,MAIN WH
MW0208,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,869353036364191,1,2-MALVIYA NAGAR-DELHI,MAIN WH
MW0222,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053042343437,1,2-ASHOK VIHAR-DELHI,MAIN WH
MW0144,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,869353033256036,1,SOUTH EX-DELHI,MAIN WH
MW0002,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053042340334,1,ALAKNANDA-DELHI,MAIN WH
MW0208,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053040115597,1,2-MALVIYA NAGAR-DELHI,MAIN WH
MW0053,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053040567011,1,MALVIYA NGAR-DELHI,MAIN WH
MW0060,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,869260035002153,1,RAMESH NAGAR,MAIN WH
MW0218,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053040149091,1,2-KALKAJI DELHI,MAIN WH
MW0073,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,869353036354259,1,KHANNA MKT DELHI,MAIN WH
MW0075,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053044863572,1,NEHRUPLACE,MAIN WH
MW0184,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,869260035001171,1,BHOGAL-DELHI,MAIN WH
MW0053,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053040663315,1,MALVIYA NGAR-DELHI,MAIN WH
MW0224,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053042343551,1,2-JANAKPURI-DELHI,MAIN WH
MW0127,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053040139910,1,KAROL BAGH-DELHI,MAIN WH
MW0181,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,869353032330352,1,TUGLAKABAD-DELHI,MAIN WH
MW0008,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053040707534,1,KALKAJI DELHI,MAIN WH
MW0056,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053040719372,1,MILAP NAGAR-DELHI,MAIN WH
MW0060,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053040720875,1,RAMESH NAGAR,MAIN WH
MW0056,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053042327877,1,MILAP NAGAR-DELHI,MAIN WH
MW0002,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053044862418,1,ALAKNANDA-DELHI,MAIN WH
MW0075,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053040150198,1,NEHRUPLACE,MAIN WH
MW0004,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,869353036374257,1,SAKET DELHI,MAIN WH
MW0053,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,869353038531334,1,MALVIYA NGAR-DELHI,MAIN WH
MW0061,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,869260034987214,1,M2K-ROHINI,MAIN WH
MW0224,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053044849878,1,2-JANAKPURI-DELHI,MAIN WH
MW0092,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053042342934,1,GOLE MARKET-DELHI,MAIN WH
MW0008,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053040140074,1,KALKAJI DELHI,MAIN WH
MW0061,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,869372032842257,1,M2K-ROHINI,MAIN WH
MW0032,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053044854837,1,NFCDELHI,MAIN WH
MW0190,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,869353032327770,1,KUNDLI - DELHI,MAIN WH
MW0032,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053040149414,1,NFCDELHI,MAIN WH
MW0224,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053040718994,1,2-JANAKPURI-DELHI,MAIN WH
MW0075,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053042343791,1,NEHRUPLACE,MAIN WH
MW0116,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,869353034146830,1,NP2-NEHRU PLACE-II,MAIN WH
MW0217,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,869372039307619,1,3-VIKAS MARG-DELHI,MAIN WH
MW0001,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053040102371,1,VASANT KUNJ DELHI,MAIN WH
MW0048,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053040152830,1,KINGSWAY CAMP DELHI,MAIN WH
MW0222,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053042330673,1,2-ASHOK VIHAR-DELHI,MAIN WH
MW0116,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,869372035886079,1,NP2-NEHRU PLACE-II,MAIN WH
MW0144,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,869353032331210,1,SOUTH EX-DELHI,MAIN WH
MW0008,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053040684295,1,KALKAJI DELHI,MAIN WH
MW0099,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053040714597,1,NARAINA-DELHI,MAIN WH
MW0002,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,PURPLE,865053044863879,1,ALAKNANDA-DELHI,MAIN WH
MW0074,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,RED,865053044348772,1,2-DARYAGANJ-DELHI,MAIN WH
MW0208,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S,RED,865053044345810,1,2-MALVIYA NAGAR-DELHI,MAIN WH
MW0144,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260033286691,1,SOUTH EX-DELHI,MAIN WH
MW0092,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260034561373,1,GOLE MARKET-DELHI,MAIN WH
MW0027,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260035068071,1,SARITA VIHAR-DELHI,MAIN WH
MW0221,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869353037965137,1,2-DAYALPUR - DELHI,MAIN WH
MW0147,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260031220213,1,BHAJANPURA-DELHI,MAIN WH
MW0032,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260035044577,1,NFCDELHI,MAIN WH
MW0127,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,865053046524032,1,KAROL BAGH-DELHI,MAIN WH
MW0111,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869353031627493,1,SHANKAR ROAD-DELHI,MAIN WH
MW0208,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260031205651,1,2-MALVIYA NAGAR-DELHI,MAIN WH
MW0057,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260033849258,1,MUNIRKA-DELHI,MAIN WH
MW0008,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260035035039,1,KALKAJI DELHI,MAIN WH
MW0222,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,865053046523992,1,2-ASHOK VIHAR-DELHI,MAIN WH
MW0060,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260034534636,1,RAMESH NAGAR,MAIN WH
MW0222,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260035076835,1,2-ASHOK VIHAR-DELHI,MAIN WH
MW0008,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260033470352,1,KALKAJI DELHI,MAIN WH
MW0060,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260034548115,1,RAMESH NAGAR,MAIN WH
MW0111,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869353034582232,1,SHANKAR ROAD-DELHI,MAIN WH
MW0217,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260031214398,1,3-VIKAS MARG-DELHI,MAIN WH
MW0004,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260033288457,1,SAKET DELHI,MAIN WH
MW0099,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,865053046526151,1,NARAINA-DELHI,MAIN WH
MW0208,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260033471095,1,2-MALVIYA NAGAR-DELHI,MAIN WH
MW0001,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260035053891,1,VASANT KUNJ DELHI,MAIN WH
MW0053,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,865053046524479,1,MALVIYA NGAR-DELHI,MAIN WH
MW0221,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260034970970,1,2-DAYALPUR - DELHI,MAIN WH
MW0224,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260035068899,1,2-JANAKPURI-DELHI,MAIN WH
MW0218,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260033867755,1,2-KALKAJI DELHI,MAIN WH
MW0057,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260035034750,1,MUNIRKA-DELHI,MAIN WH
MW0217,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260035041334,1,3-VIKAS MARG-DELHI,MAIN WH
MW0185,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869353036867896,1,2-TUGLAKABAD EXT.-DELHI,MAIN WH
MW0127,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260034572693,1,KAROL BAGH-DELHI,MAIN WH
MW0225,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260035040898,1,SEC-10-DWARKA,MAIN WH
MW0001,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260035043611,1,VASANT KUNJ DELHI,MAIN WH
MW0208,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260033866815,1,2-MALVIYA NAGAR-DELHI,MAIN WH
MW0074,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260033872136,1,2-DARYAGANJ-DELHI,MAIN WH
MW0074,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260034311399,1,2-DARYAGANJ-DELHI,MAIN WH
MW0004,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260034718858,1,SAKET DELHI,MAIN WH
MW0193,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869353031622973,1,2-DWARKA-SEC6,MAIN WH
MW0208,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260031205479,1,2-MALVIYA NAGAR-DELHI,MAIN WH
MW0048,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260035038371,1,KINGSWAY CAMP DELHI,MAIN WH
MW0001,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,865053046523091,1,VASANT KUNJ DELHI,MAIN WH
MW0056,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869353034650518,1,MILAP NAGAR-DELHI,MAIN WH
MW0008,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260035033471,1,KALKAJI DELHI,MAIN WH
MW0184,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260035040492,1,BHOGAL-DELHI,MAIN WH
MW0184,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869353037979575,1,BHOGAL-DELHI,MAIN WH
MW0147,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260033296914,1,BHAJANPURA-DELHI,MAIN WH
MW0181,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260034436337,1,TUGLAKABAD-DELHI,MAIN WH
MW0218,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260034568154,1,2-KALKAJI DELHI,MAIN WH
MW0053,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,865053046524578,1,MALVIYA NGAR-DELHI,MAIN WH
MW0222,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,PURPLE,869260035044791,1,2-ASHOK VIHAR-DELHI,MAIN WH
MW0075,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,RED,865053040484910,1,NEHRUPLACE,MAIN WH
MW0002,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,RED,865053040493051,1,ALAKNANDA-DELHI,MAIN WH
MW0190,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,RED,865053040300496,1,KUNDLI - DELHI,MAIN WH
MW0061,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,RED,869353035932519,1,M2K-ROHINI,MAIN WH
MW0053,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,RED,865053040244611,1,MALVIYA NGAR-DELHI,MAIN WH
MW0032,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,RED,865053040482690,1,NFCDELHI,MAIN WH
MW0099,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,RED,865053040244298,1,NARAINA-DELHI,MAIN WH
MW0075,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,RED,865053040477252,1,NEHRUPLACE,MAIN WH
MW0053,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,RED,865053040246293,1,MALVIYA NGAR-DELHI,MAIN WH
MW0001,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,RED,865053040299771,1,VASANT KUNJ DELHI,MAIN WH
MW0002,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,RED,865053040479555,1,ALAKNANDA-DELHI,MAIN WH
MW0048,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,RED,865053040479951,1,KINGSWAY CAMP DELHI,MAIN WH
MW0004,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,RED,865053040258033,1,SAKET DELHI,MAIN WH
MW0075,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A3S-3GB,RED,865053040461793,1,NEHRUPLACE,MAIN WH
MW0127,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147036258134,1,KAROL BAGH-DELHI,MAIN WH
MW0001,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147036260510,1,VASANT KUNJ DELHI,MAIN WH
MW0053,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147032595711,1,MALVIYA NGAR-DELHI,MAIN WH
MW0002,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034405497,1,ALAKNANDA-DELHI,MAIN WH
MW0056,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147032186917,1,MILAP NAGAR-DELHI,MAIN WH
MW0222,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034409093,1,2-ASHOK VIHAR-DELHI,MAIN WH
MW0008,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034691435,1,KALKAJI DELHI,MAIN WH
MW0184,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147036261419,1,BHOGAL-DELHI,MAIN WH
MW0074,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147036261153,1,2-DARYAGANJ-DELHI,MAIN WH
MW0057,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147031308835,1,MUNIRKA-DELHI,MAIN WH
MW0075,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147032596511,1,NEHRUPLACE,MAIN WH
MW0116,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034697416,1,NP2-NEHRU PLACE-II,MAIN WH
MW0222,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034384577,1,2-ASHOK VIHAR-DELHI,MAIN WH
MW0208,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147036261252,1,2-MALVIYA NAGAR-DELHI,MAIN WH
MW0127,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147031312951,1,KAROL BAGH-DELHI,MAIN WH
MW0222,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147036260619,1,2-ASHOK VIHAR-DELHI,MAIN WH
MW0092,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147036259819,1,GOLE MARKET-DELHI,MAIN WH
MW0147,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034409291,1,BHAJANPURA-DELHI,MAIN WH
MW0048,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034698513,1,KINGSWAY CAMP DELHI,MAIN WH
MW0075,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034384536,1,NEHRUPLACE,MAIN WH
MW0147,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034410653,1,BHAJANPURA-DELHI,MAIN WH
MW0032,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034697630,1,NFCDELHI,MAIN WH
MW0185,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147032595455,1,2-TUGLAKABAD EXT.-DELHI,MAIN WH
MW0074,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147032599010,1,2-DARYAGANJ-DELHI,MAIN WH
MW0057,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034384494,1,MUNIRKA-DELHI,MAIN WH
MW0001,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034409952,1,VASANT KUNJ DELHI,MAIN WH
MW0184,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147036260239,1,BHOGAL-DELHI,MAIN WH
MW0218,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147031313611,1,2-KALKAJI DELHI,MAIN WH
MW0224,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147032593534,1,2-JANAKPURI-DELHI,MAIN WH
MW0032,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147032594318,1,NFCDELHI,MAIN WH
MW0061,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147032611237,1,M2K-ROHINI,MAIN WH
MW0002,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147032601857,1,ALAKNANDA-DELHI,MAIN WH
MW0048,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034210913,1,KINGSWAY CAMP DELHI,MAIN WH
MW0073,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034696194,1,KHANNA MKT DELHI,MAIN WH
MW0075,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147032593674,1,NEHRUPLACE,MAIN WH
MW0147,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034384718,1,BHAJANPURA-DELHI,MAIN WH
MW0184,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034686179,1,BHOGAL-DELHI,MAIN WH
MW0004,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034698471,1,SAKET DELHI,MAIN WH
MW0008,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034409051,1,KALKAJI DELHI,MAIN WH
MW0001,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147036260296,1,VASANT KUNJ DELHI,MAIN WH
MW0208,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034691633,1,2-MALVIYA NAGAR-DELHI,MAIN WH
MW0075,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034698075,1,NEHRUPLACE,MAIN WH
MW0008,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034409176,1,KALKAJI DELHI,MAIN WH
MW0225,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147030568793,1,SEC-10-DWARKA,MAIN WH
MW0027,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147031311870,1,SARITA VIHAR-DELHI,MAIN WH
MW0147,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034410232,1,BHAJANPURA-DELHI,MAIN WH
MW0221,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147034697713,1,2-DAYALPUR - DELHI,MAIN WH
MW0222,NEW DELHI,DELHI,MOBILE PHONES,OPPO-SMART PHONE,OPPO-A5,DIAMOND BLUE,869147036261856,1,2-ASHOK VIHAR-DELHI,MAIN WH
